gene,control_rep2,exp_rep1,control_rep1,exp_rep2,exp_rep3,control_rep3
ENSG00000291077.1,9,7,10,6,8,12
ENSG00000237276.10,4,2,2,5,4,5
ENSG00000288398.1,403,438,431,438,507,544
ENSG00000132881.12,297,316,366,323,367,415
ENSG00000233929.1,0,4,4,1,0,0
ENSG00000037637.11,2446,3044,3014,3363,2890,3493
ENSG00000055070.17,10150,13027,11637,13029,13673,14335
ENSG00000226457.1,2,4,5,7,3,9
ENSG00000187144.11,0,0,0,0,0,0
ENSG00000157191.20,3989,5347,4385,5326,5260,5459
ENSG00000226029.1,14,36,36,29,38,27
ENSG00000290842.1,41,70,59,46,47,61
ENSG00000080947.16,2,3,7,5,2,2
ENSG00000206652.1,0,0,0,0,0,0
ENSG00000261135.1,1,0,3,0,2,0
ENSG00000285853.1,1,0,0,2,0,0
ENSG00000224174.2,0,0,0,0,0,0
ENSG00000233421.5,40,44,46,52,41,60
ENSG00000277344.1,0,0,0,0,0,0
ENSG00000225710.1,0,0,0,0,0,0
ENSG00000219481.11,1113,1362,1335,1465,1209,1555
ENSG00000271732.1,2,1,1,3,2,1
ENSG00000291072.1,312,357,372,443,330,446
ENSG00000215908.12,61,75,92,108,66,106
ENSG00000283773.1,0,0,0,0,0,0
ENSG00000186301.8,37,27,36,41,30,49
ENSG00000282143.1,0,0,0,0,1,0
ENSG00000207513.1,0,0,0,0,0,0
ENSG00000280114.1,1,0,0,1,0,0
ENSG00000236698.1,57,66,74,53,78,76
ENSG00000290849.1,0,0,1,2,1,1
ENSG00000268869.8,2,4,1,3,3,0
ENSG00000279151.1,0,0,0,0,0,0
ENSG00000293526.1,0,0,0,0,0,0
ENSG00000282740.1,0,0,1,0,0,0
ENSG00000058453.17,715,579,727,662,823,1061
ENSG00000290850.1,0,0,0,0,0,0
ENSG00000207389.1,0,0,0,0,0,0
ENSG00000227684.3,0,0,0,0,0,0
ENSG00000290851.1,18,36,26,36,17,34
ENSG00000186715.12,0,0,0,0,0,0
ENSG00000223643.6,0,0,0,0,0,1
ENSG00000230239.1,0,0,0,0,0,0
ENSG00000263811.1,0,0,0,0,0,0
ENSG00000228549.5,124,146,189,152,192,224
ENSG00000277234.1,0,0,0,0,0,0
ENSG00000238142.4,37,27,49,38,49,35
ENSG00000235241.1,0,0,0,0,0,0
ENSG00000207005.1,0,0,0,0,0,0
ENSG00000272426.1,1,3,1,4,1,4
ENSG00000290122.1,0,1,1,1,1,0
ENSG00000117122.14,4818,4615,5060,4753,6399,6750
ENSG00000286898.1,1,0,0,0,0,0
ENSG00000226526.1,1,0,1,0,1,2
ENSG00000159363.19,5442,5745,5763,5540,7342,7709
ENSG00000288636.1,0,0,0,0,0,0
ENSG00000117118.11,2853,3548,3415,3809,3639,4132
ENSG00000117115.13,15,19,21,28,26,36
ENSG00000204362.6,0,0,1,0,0,0
ENSG00000282843.1,0,0,0,0,0,0
ENSG00000142623.11,3,4,4,2,2,3
ENSG00000142619.4,10,2,11,4,5,4
ENSG00000266634.1,0,0,0,0,0,0
ENSG00000159339.13,1,0,0,0,1,0
ENSG00000276747.1,0,0,0,0,0,0
ENSG00000227751.1,0,0,0,0,0,0
ENSG00000179051.14,18761,24209,22853,26186,22694,27035
ENSG00000290096.1,4,6,4,7,5,6
ENSG00000074964.17,1561,2131,1824,2407,2038,2272
ENSG00000236648.2,0,0,0,0,0,0
ENSG00000117148.8,43,39,26,42,42,40
ENSG00000284653.1,0,0,0,0,0,0
ENSG00000261781.1,0,0,0,0,0,0
ENSG00000117154.12,61,38,71,44,61,107
ENSG00000280222.1,0,0,0,0,0,0
ENSG00000230035.2,0,0,0,0,0,0
ENSG00000225387.1,0,0,0,0,0,0
ENSG00000179023.9,98,152,103,180,141,134
ENSG00000235282.3,1,2,1,1,0,0
ENSG00000225478.2,0,0,0,0,0,0
ENSG00000009709.12,0,0,0,0,0,0
ENSG00000179002.6,0,0,0,1,0,0
ENSG00000159423.17,3000,2876,3041,2577,3885,4168
ENSG00000265606.1,0,0,0,0,0,0
ENSG00000221662.1,0,1,0,0,0,0
ENSG00000169991.11,2932,3364,3583,3100,2884,4213
ENSG00000272084.1,19,22,14,13,27,27
ENSG00000127481.15,11030,14666,12878,15122,11397,15012
ENSG00000230424.3,27,30,32,30,38,25
ENSG00000127463.16,10242,13615,11738,13551,12369,14087
ENSG00000053372.5,5175,5817,5587,5761,6321,7039
ENSG00000286064.1,41,65,64,64,62,63
ENSG00000211454.16,20,14,22,15,18,14
ENSG00000162482.5,20,17,27,20,34,35
ENSG00000270728.1,113,117,140,154,123,128
ENSG00000053371.13,3217,3181,3288,3212,4233,4339
ENSG00000200403.1,0,5,4,3,1,3
ENSG00000040487.13,1656,1906,1794,2027,2450,2507
ENSG00000077549.19,19232,23696,22107,22917,25053,27307
ENSG00000240490.3,0,0,0,0,0,0
ENSG00000173436.15,1327,1538,1509,1538,1603,1801
ENSG00000201609.1,0,0,0,0,0,0
ENSG00000235185.1,0,0,0,0,0,0
ENSG00000158747.15,1253,1237,1482,1215,1805,1828
ENSG00000270136.6,0,0,0,0,0,0
ENSG00000226396.1,44,55,65,57,100,78
ENSG00000158748.4,28,23,28,19,20,20
ENSG00000162542.14,655,812,700,904,778,932
ENSG00000178828.7,2,7,8,10,14,7
ENSG00000235434.1,0,0,0,0,0,0
ENSG00000169914.6,1329,1862,1887,2226,1277,1955
ENSG00000188784.4,0,0,0,0,0,0
ENSG00000242688.3,0,0,0,0,0,0
ENSG00000188257.12,7,20,15,21,17,17
ENSG00000127472.11,0,0,0,0,0,0
ENSG00000117215.15,0,0,0,0,0,0
ENSG00000158786.5,0,0,0,0,0,0
ENSG00000227066.2,0,0,1,0,2,0
ENSG00000187980.7,10,4,7,9,4,10
ENSG00000162543.6,705,687,797,710,738,961
ENSG00000228105.2,0,0,0,0,0,0
ENSG00000284710.1,0,0,0,0,0,0
ENSG00000158816.16,19,19,23,19,22,28
ENSG00000226664.1,0,0,1,0,0,0
ENSG00000236963.9,0,0,0,0,0,0
ENSG00000226487.1,0,0,0,0,0,0
ENSG00000284641.1,2,0,0,0,0,0
ENSG00000284743.1,3,0,0,1,1,2
ENSG00000162545.6,3187,3341,4063,3352,3842,4529
ENSG00000289402.2,17,15,21,12,26,25
ENSG00000090432.7,2535,2970,2732,2898,3249,3546
ENSG00000215520.3,0,0,0,0,0,1
ENSG00000183114.8,21,6,28,7,43,34
ENSG00000158825.6,8,6,5,8,4,3
ENSG00000158828.8,690,758,740,886,861,967
ENSG00000284005.1,0,0,0,0,0,0
ENSG00000117242.7,652,827,666,822,801,860
ENSG00000244038.11,29770,40636,33900,43068,40498,41094
ENSG00000117245.13,116,57,95,43,88,134
ENSG00000235432.1,0,0,0,0,0,0
ENSG00000189410.12,78,59,71,67,85,98
ENSG00000233069.1,0,0,0,0,0,0
ENSG00000127483.19,8243,10461,9968,11091,9267,11468
ENSG00000075151.24,9755,12773,12144,13837,10615,14004
ENSG00000251914.1,0,1,0,0,0,0
ENSG00000221808.1,0,0,0,0,0,0
ENSG00000233072.1,0,0,0,0,0,0
ENSG00000236073.2,2,0,0,2,1,0
ENSG00000235112.1,0,0,0,0,0,0
ENSG00000287192.1,0,0,1,1,1,2
ENSG00000117298.16,9444,10511,10285,10502,11381,12847
ENSG00000236936.1,0,2,0,0,1,1
ENSG00000231105.2,5,4,1,10,6,3
ENSG00000236216.5,0,0,0,0,0,0
ENSG00000228823.1,0,0,0,0,0,0
ENSG00000236009.1,0,0,0,0,0,0
ENSG00000227001.3,52,45,45,64,50,50
ENSG00000187952.9,36,22,22,25,32,26
ENSG00000186543.7,0,0,0,1,0,0
ENSG00000142794.19,494,607,573,660,566,744
ENSG00000176378.8,0,0,0,0,0,0
ENSG00000162551.14,876,444,1114,443,1061,1362
ENSG00000289715.1,0,0,0,0,0,0
ENSG00000233431.1,0,0,0,0,0,0
ENSG00000076864.21,1082,988,1337,1220,1409,1639
ENSG00000090686.16,4344,5382,5180,5441,4558,5912
ENSG00000231978.2,0,0,0,0,0,0
ENSG00000187942.12,17,20,23,23,17,27
ENSG00000142798.20,99577,138697,103028,124719,130399,132743
ENSG00000232037.3,1,2,1,1,2,1
ENSG00000293453.1,0,0,0,0,0,1
ENSG00000283234.2,0,0,0,0,0,0
ENSG00000219073.8,24,19,29,18,22,37
ENSG00000285959.1,2,0,0,2,3,5
ENSG00000273610.1,0,0,0,0,0,0
ENSG00000201919.1,0,0,0,0,0,0
ENSG00000142789.20,38,30,37,22,29,29
ENSG00000278124.1,0,0,0,0,0,0
ENSG00000201273.1,0,0,0,0,0,0
ENSG00000228397.3,2,2,3,3,7,4
ENSG00000218510.9,68,86,70,87,85,77
ENSG00000289694.1,0,0,0,0,0,1
ENSG00000285752.1,9,7,21,18,18,22
ENSG00000285794.1,0,0,0,0,0,0
ENSG00000070831.18,219,313,257,310,256,322
ENSG00000230068.2,0,0,1,0,0,0
ENSG00000271428.1,0,1,1,2,1,2
ENSG00000162552.15,250,225,291,234,339,391
ENSG00000285873.1,11,7,11,6,7,16
ENSG00000266564.1,0,0,0,0,0,0
ENSG00000234397.3,1,1,0,0,1,1
ENSG00000279625.1,0,0,0,0,0,0
ENSG00000184677.18,2996,3831,3555,3980,2999,4104
ENSG00000237200.1,5,2,3,4,3,4
ENSG00000070886.12,75,49,59,55,85,101
ENSG00000276835.2,0,0,0,0,0,0
ENSG00000173372.18,0,0,0,0,2,2
ENSG00000289692.1,0,0,0,0,0,0
ENSG00000159189.13,0,0,0,0,0,0
ENSG00000173369.18,0,0,0,0,0,2
ENSG00000133216.17,10256,10198,11316,10365,12186,14381
ENSG00000265422.1,0,0,0,0,0,0
ENSG00000225952.1,0,0,0,1,0,0
ENSG00000264014.1,0,0,0,0,0,0
ENSG00000215906.9,0,0,0,0,0,0
ENSG00000227868.7,0,1,0,1,3,0
ENSG00000004487.18,30651,34867,34588,35409,35540,42299
ENSG00000240553.1,0,0,1,3,3,5
ENSG00000263793.1,0,0,0,0,0,0
ENSG00000266802.1,0,0,0,1,0,0
ENSG00000169641.15,8555,10555,10088,9999,8834,11840
ENSG00000229010.1,0,0,0,0,0,0
ENSG00000206935.1,0,0,2,0,0,0
ENSG00000252578.1,0,0,0,0,0,0
ENSG00000289014.1,5,1,1,1,3,0
ENSG00000179546.5,176,190,153,161,198,157
ENSG00000215381.3,0,1,1,5,3,1
ENSG00000261326.5,70,101,87,111,83,87
ENSG00000284726.1,8,8,12,9,16,22
ENSG00000125944.22,18974,23542,23458,23821,21387,27366
ENSG00000125945.16,1456,1887,1723,1775,1657,2059
ENSG00000249087.9,102,126,135,191,143,199
ENSG00000201405.1,0,0,0,0,0,0
ENSG00000271420.1,2,0,0,5,4,5
ENSG00000204219.11,569,654,735,632,806,793
ENSG00000232482.2,0,0,0,0,0,0
ENSG00000088280.21,6192,6128,6597,5825,6966,8348
ENSG00000007968.7,865,678,1097,738,1076,1224
ENSG00000235052.1,7,7,11,8,6,7
ENSG00000117318.9,5948,5217,6446,5939,8890,8508
ENSG00000285802.1,0,0,0,1,0,0
ENSG00000197880.10,0,1,0,3,0,0
ENSG00000229239.2,0,0,0,0,0,0
ENSG00000142676.14,63886,73964,78942,76689,81997,94033
ENSG00000236810.8,48,46,62,62,39,84
ENSG00000011007.13,4478,5548,5007,5362,5258,6326
ENSG00000057757.10,2661,3286,3161,3460,3302,3791
ENSG00000289835.1,2,1,1,7,0,3
ENSG00000011009.11,11453,13383,11975,13390,16416,15154
ENSG00000117308.15,2614,3318,2844,3529,3687,3809
ENSG00000117305.15,1863,2472,2252,2692,2437,2737
ENSG00000179163.12,2082,2863,2431,2812,2363,2881
ENSG00000188822.8,1,0,2,3,0,2
ENSG00000229106.1,2,2,5,1,2,4
ENSG00000232557.3,0,0,0,0,0,0
ENSG00000264926.1,0,0,0,0,0,0
ENSG00000230228.2,4,2,1,3,4,1
ENSG00000189266.13,12533,16769,14664,16190,13935,17366
ENSG00000188529.15,9547,12345,11606,11078,10610,13620
ENSG00000215905.4,0,0,0,1,0,1
ENSG00000225315.2,2,8,6,6,1,2
ENSG00000142661.19,19,14,7,16,15,13
ENSG00000230703.1,0,0,0,0,0,0
ENSG00000142677.4,45,35,45,41,30,43
ENSG00000185436.12,1527,1922,1756,2062,1720,1998
ENSG00000158055.17,361,339,472,379,388,543
ENSG00000230023.2,0,1,1,0,0,1
ENSG00000232298.2,2,2,0,1,0,3
ENSG00000001460.18,940,1031,1005,1131,1057,1244
ENSG00000001461.17,1679,2186,2024,2547,1870,2380
ENSG00000288982.1,0,1,1,1,4,1
ENSG00000286061.1,9,18,20,14,19,24
ENSG00000117602.13,5972,5900,6167,5741,5264,7034
ENSG00000264443.1,8,1,4,6,2,1
ENSG00000184454.7,145,148,160,188,151,185
ENSG00000227312.2,0,0,0,0,0,0
ENSG00000239106.1,0,0,0,0,0,0
ENSG00000133226.19,9652,10763,12075,11362,10328,13339
ENSG00000284699.1,0,0,0,0,0,0
ENSG00000169504.15,20828,29122,25183,25255,23773,29182
ENSG00000238482.1,0,0,0,0,0,0
ENSG00000020633.19,7,4,12,1,1,2
ENSG00000278034.1,0,0,0,0,0,0
ENSG00000229162.1,0,0,0,0,0,0
ENSG00000261025.1,0,1,1,1,2,0
ENSG00000264371.1,0,0,0,0,0,0
ENSG00000285823.1,0,0,0,0,0,0
ENSG00000233755.1,0,0,0,0,0,0
ENSG00000233419.3,3,1,0,0,0,0
ENSG00000231953.2,0,0,0,0,0,0
ENSG00000117614.10,2874,3755,3369,3720,3315,3966
ENSG00000284602.1,9,12,10,21,12,15
ENSG00000284657.1,4,4,4,4,5,4
ENSG00000117616.18,396,533,517,644,449,605
ENSG00000272432.1,8,3,8,7,10,6
ENSG00000261349.1,7,4,13,2,3,9
ENSG00000187010.21,5,9,6,7,5,5
ENSG00000224183.1,4,3,5,8,7,6
ENSG00000259984.1,0,1,2,0,0,1
ENSG00000183726.11,8029,10938,9214,10468,9994,10954
ENSG00000188672.19,9,10,8,9,11,22
ENSG00000238084.4,6,8,6,8,11,8
ENSG00000204178.11,3850,4925,4033,4396,4492,5148
ENSG00000157978.12,1532,1686,1741,1879,1836,2237
ENSG00000225643.1,8,4,6,2,2,5
ENSG00000117643.16,546,628,634,748,647,779
ENSG00000233478.1,1,1,4,7,1,3
ENSG00000162430.18,18440,20349,20844,21011,23308,26199
ENSG00000255054.3,0,0,0,0,0,0
ENSG00000228172.5,19,30,18,17,25,34
ENSG00000117640.18,2476,2951,2788,2856,3074,3440
ENSG00000272478.1,0,0,0,0,0,0
ENSG00000127423.11,659,802,799,749,759,973
ENSG00000236528.3,1,0,1,2,2,2
ENSG00000182749.6,1210,1390,1437,1367,1526,1685
ENSG00000207302.1,0,0,0,0,0,0
ENSG00000117632.23,55402,61279,63182,57700,69456,78816
ENSG00000229786.1,0,1,0,1,0,0
ENSG00000223624.1,1,0,0,1,0,0
ENSG00000283938.1,0,0,0,0,0,0
ENSG00000158006.14,1317,1767,1622,1824,1505,1835
ENSG00000207237.1,0,0,0,0,0,0
ENSG00000252190.1,0,0,0,0,0,0
ENSG00000252691.1,0,0,0,0,0,0
ENSG00000158008.10,93,90,96,89,102,129
ENSG00000158014.15,74,53,80,54,101,122
ENSG00000284309.1,0,3,1,0,1,1
ENSG00000158022.7,54,18,39,28,54,55
ENSG00000175087.10,993,1402,1260,1246,1114,1408
ENSG00000197245.6,14,11,12,5,17,14
ENSG00000282872.2,34,19,34,14,33,37
ENSG00000236782.8,26,18,29,33,22,25
ENSG00000142684.9,0,0,0,0,0,0
ENSG00000142675.18,910,1085,1067,1143,1193,1394
ENSG00000188782.9,2,0,4,4,0,0
ENSG00000236155.9,0,0,1,0,0,0
ENSG00000293494.2,39,36,45,41,54,67
ENSG00000278572.1,1,0,1,3,3,2
ENSG00000130695.16,2429,2533,3038,2865,2622,3642
ENSG00000270733.1,4,1,0,2,4,4
ENSG00000142669.15,5512,6218,6355,5732,7861,8038
ENSG00000158062.21,872,884,933,868,1132,1295
ENSG00000169442.9,7,15,8,10,6,11
ENSG00000176092.17,2588,3895,2733,3696,3276,3517
ENSG00000225854.2,2,2,0,3,1,1
ENSG00000176083.18,0,3,3,2,0,2
ENSG00000131914.11,90010,117230,100316,110637,110437,119989
ENSG00000117682.18,2348,2576,2554,2615,2744,3196
ENSG00000223583.1,5,6,1,1,0,5
ENSG00000225891.2,1,6,5,2,2,2
ENSG00000198830.12,16166,19304,17261,18132,21929,23084
ENSG00000224129.1,0,0,0,0,0,0
ENSG00000117676.14,4849,5783,5152,5932,6130,6816
ENSG00000238705.1,0,0,0,0,0,0
ENSG00000243905.3,0,0,0,0,0,0
ENSG00000252802.1,0,0,0,0,0,0
ENSG00000252429.2,0,0,0,0,0,0
ENSG00000289452.1,0,1,0,0,0,0
ENSG00000229247.2,0,0,0,0,0,0
ENSG00000238316.1,0,0,0,0,0,0
ENSG00000235069.2,0,0,0,0,0,0
ENSG00000260063.1,25,32,21,29,31,37
ENSG00000290006.1,0,0,0,0,0,0
ENSG00000117713.21,11407,12955,13453,14329,12556,15948
ENSG00000060642.12,773,917,885,1024,887,1072
ENSG00000241188.3,0,0,0,0,0,0
ENSG00000287810.1,0,0,0,0,0,0
ENSG00000204160.12,2745,3232,3022,3169,3361,3593
ENSG00000175793.12,114,158,104,150,157,131
ENSG00000142751.15,1647,1991,2030,2056,2071,2402
ENSG00000226698.1,0,0,0,0,0,0
ENSG00000289554.1,35,59,65,65,38,59
ENSG00000198746.13,1254,1346,1275,1419,1506,1589
ENSG00000090273.14,12614,14107,14849,13361,17025,18876
ENSG00000131910.5,83,72,82,73,103,96
ENSG00000175707.10,1022,1231,1140,1310,1224,1476
ENSG00000172746.6,3,3,3,3,4,1
ENSG00000224064.1,0,1,0,0,1,0
ENSG00000225294.1,2,2,3,7,8,2
ENSG00000253368.4,3243,4209,3534,3862,4162,4266
ENSG00000158246.8,1571,1815,1710,1769,2161,2132
ENSG00000090020.11,2611,3123,2991,3172,3348,3703
ENSG00000229985.2,0,0,0,0,0,0
ENSG00000214973.3,6,9,5,6,4,8
ENSG00000225159.1,36,63,50,49,76,72
ENSG00000225990.2,0,0,0,0,0,0
ENSG00000224311.1,0,0,0,0,0,0
ENSG00000142784.16,4174,4366,4747,4583,5219,5914
ENSG00000252098.1,0,0,0,0,0,0
ENSG00000243659.1,5,3,3,3,2,2
ENSG00000186501.15,2120,2491,2325,2667,3169,2971
ENSG00000206888.1,2,6,1,3,2,0
ENSG00000241547.1,25,23,21,30,28,22
ENSG00000142765.18,754,1170,841,1220,1272,1110
ENSG00000142733.18,320,320,381,363,373,445
ENSG00000142748.14,2,3,0,4,2,1
ENSG00000174950.11,3,1,8,3,8,6
ENSG00000231207.1,0,2,0,0,0,0
ENSG00000181773.7,197,235,186,199,278,250
ENSG00000158195.11,11684,14887,13535,14280,13539,16279
ENSG00000241169.1,1,0,0,0,0,0
ENSG00000237429.1,2,1,15,1,2,2
ENSG00000126705.15,2617,2920,3035,3141,3455,3736
ENSG00000000938.13,0,0,0,0,1,0
ENSG00000235912.1,19,18,16,26,21,22
ENSG00000233975.2,3,0,1,1,0,0
ENSG00000126709.16,138,40,113,35,44,172
ENSG00000225886.3,0,0,0,0,0,1
ENSG00000206767.1,0,0,0,0,0,0
ENSG00000226662.2,0,0,0,0,0,0
ENSG00000207095.1,0,0,0,0,0,0
ENSG00000287244.1,1,4,0,3,3,2
ENSG00000009780.16,648,851,891,828,789,1001
ENSG00000231344.1,3,3,3,6,2,2
ENSG00000230833.1,0,0,0,0,0,0
ENSG00000117758.14,2956,3802,3354,3374,3143,3983
ENSG00000269971.1,4,8,2,0,2,5
ENSG00000270031.1,1,2,0,1,3,1
ENSG00000223062.1,0,0,0,0,0,0
ENSG00000286433.1,3,0,3,0,1,1
ENSG00000117751.18,5481,6912,6284,7503,6699,7502
ENSG00000252947.1,4,5,0,3,1,1
ENSG00000130775.16,104,82,125,90,131,168
ENSG00000117748.10,3233,3700,3695,3665,3980,4505
ENSG00000130768.15,980,1153,1087,1173,1261,1427
ENSG00000227050.1,1,0,1,0,1,1
ENSG00000158156.9,1325,1498,1473,1708,1692,1753
ENSG00000158161.16,4385,5197,5337,5251,4714,6048
ENSG00000238231.2,0,0,3,1,2,0
ENSG00000240750.3,1,0,1,1,1,0
ENSG00000228589.3,61,41,61,62,58,84
ENSG00000228943.1,0,0,0,0,0,0
ENSG00000289576.2,0,0,0,0,0,0
ENSG00000214812.3,0,1,1,0,1,0
ENSG00000253005.1,0,0,0,0,0,0
ENSG00000169403.12,720,1074,1054,1171,795,1171
ENSG00000126698.11,11649,14573,12462,14345,14560,15649
ENSG00000290123.1,10,9,17,19,9,17
ENSG00000130770.18,3395,4094,4016,4591,4474,4906
ENSG00000270605.1,26,32,33,41,36,48
ENSG00000271398.1,0,2,0,3,1,4
ENSG00000130766.5,5368,7076,5852,7439,7337,7413
ENSG00000130772.14,1233,1502,1408,1594,1518,1768
ENSG00000204138.13,5669,6876,6964,7016,6062,7793
ENSG00000206779.1,0,0,1,0,0,0
ENSG00000229820.2,0,0,0,0,1,2
ENSG00000221216.1,0,1,0,0,0,0
ENSG00000180198.17,6996,8008,7618,8187,8299,9805
ENSG00000242125.3,2142,2313,2630,2612,2392,3013
ENSG00000274266.1,0,0,0,0,0,0
ENSG00000200087.1,9,37,20,19,19,30
ENSG00000231468.2,0,7,6,4,4,4
ENSG00000279443.1,67,93,70,100,75,76
ENSG00000180098.9,1118,1351,1326,1405,1525,1635
ENSG00000197989.15,164,273,239,322,152,257
ENSG00000221539.1,0,4,8,5,6,10
ENSG00000278274.1,0,0,0,0,0,0
ENSG00000273544.1,0,0,0,0,0,0
ENSG00000280498.1,0,0,0,0,0,0
ENSG00000274582.1,0,0,0,0,0,0
ENSG00000120656.14,1461,1690,1642,1809,1778,1951
ENSG00000188060.8,65,54,85,76,90,107
ENSG00000229388.1,4,4,2,3,4,1
ENSG00000270103.3,0,0,0,0,0,0
ENSG00000274978.1,0,0,0,0,0,0
ENSG00000162419.13,1900,2162,2247,2169,1745,2246
ENSG00000252777.1,0,0,0,0,0,0
ENSG00000289291.1,57,69,69,87,78,83
ENSG00000198492.16,13200,16208,15190,15411,15600,18441
ENSG00000116329.12,52,29,47,33,34,46
ENSG00000233427.1,0,3,0,0,1,1
ENSG00000199756.1,0,0,0,0,0,0
ENSG00000159023.23,7800,7930,9109,8047,7780,10808
ENSG00000225616.2,22,27,14,38,42,23
ENSG00000206704.1,0,0,0,0,0,0
ENSG00000277958.1,0,0,0,0,0,0
ENSG00000253304.2,1090,1074,1219,1144,1381,1541
ENSG00000225750.1,0,0,3,0,0,1
ENSG00000116350.18,6522,7619,7889,8087,7980,9526
ENSG00000277916.1,0,0,0,0,0,0
ENSG00000116353.16,1378,1624,1558,1635,1841,1976
ENSG00000237934.1,1,1,0,1,2,1
ENSG00000060656.20,8525,11776,9747,12269,12003,12084
ENSG00000230523.1,1,0,0,1,2,1
ENSG00000225011.4,0,0,0,0,0,0
ENSG00000228176.1,0,0,0,0,0,0
ENSG00000284676.1,1,0,2,1,1,5
ENSG00000270927.1,0,0,0,0,0,0
ENSG00000233399.2,0,1,0,1,0,0
ENSG00000233372.1,0,0,0,0,0,0
ENSG00000231251.1,0,0,0,0,0,0
ENSG00000236335.1,0,0,0,0,0,0
ENSG00000231949.1,0,0,0,0,0,0
ENSG00000289710.1,0,0,0,0,0,0
ENSG00000162510.6,9,8,3,2,9,9
ENSG00000186056.11,4,17,11,18,10,9
ENSG00000287510.1,0,0,0,0,0,0
ENSG00000162511.8,23,30,27,35,34,30
ENSG00000264773.1,0,0,0,0,0,0
ENSG00000229607.1,0,0,0,0,0,0
ENSG00000223382.6,0,4,3,3,6,1
ENSG00000222784.1,0,0,0,0,0,0
ENSG00000235143.1,0,0,0,1,0,0
ENSG00000162512.16,6474,6927,7251,6596,7790,8870
ENSG00000266210.2,0,0,0,0,0,0
ENSG00000134644.16,11680,14867,14277,15453,13273,16619
ENSG00000237329.2,1,0,0,0,0,0
ENSG00000232768.1,0,0,0,0,0,0
ENSG00000215900.4,0,0,0,0,1,0
ENSG00000225142.2,0,0,0,0,0,0
ENSG00000084628.10,3465,2701,3713,2759,4433,4733
ENSG00000060688.13,4761,5813,5711,6174,5723,7062
ENSG00000229447.2,3,3,2,4,5,5
ENSG00000121766.16,5417,6762,6188,6394,6910,7335
ENSG00000229044.1,0,0,0,0,0,0
ENSG00000121769.8,745,865,998,973,1060,1215
ENSG00000168528.12,7385,10052,8591,10659,11553,10596
ENSG00000215899.3,5,5,5,11,8,5
ENSG00000206981.1,0,0,0,0,0,0
ENSG00000293391.1,2,0,3,1,2,0
ENSG00000260386.7,0,0,0,0,0,0
ENSG00000265961.1,0,0,0,0,0,0
ENSG00000284543.1,5,9,10,14,11,12
ENSG00000229167.2,8,12,14,19,11,12
ENSG00000142910.16,358,674,616,903,607,636
ENSG00000121764.12,4,6,6,6,3,1
ENSG00000162517.13,4434,5327,4971,5392,5706,6046
ENSG00000235790.7,3,6,5,4,11,2
ENSG00000264078.1,0,1,0,1,1,1
ENSG00000084636.18,77,86,104,82,83,115
ENSG00000121753.13,622,766,800,707,896,889
ENSG00000266580.1,0,0,0,0,0,0
ENSG00000254545.1,0,0,0,0,0,0
ENSG00000134668.13,30,47,51,44,39,49
ENSG00000203620.2,1,1,0,2,0,0
ENSG00000269967.1,0,2,1,0,0,0
ENSG00000184007.22,14384,19486,17222,18199,17503,20082
ENSG00000288678.2,0,0,0,0,0,0
ENSG00000228634.1,1,0,0,0,3,0
ENSG00000284702.1,0,0,0,0,0,0
ENSG00000121774.18,23477,29362,27679,26180,27335,32579
ENSG00000203325.3,1,3,5,6,0,1
ENSG00000121775.18,608,744,803,742,1014,996
ENSG00000266203.1,0,0,0,0,0,0
ENSG00000276493.1,0,0,0,0,0,0
ENSG00000025800.14,7247,9865,9312,10757,8562,10837
ENSG00000250135.1,0,0,0,0,0,0
ENSG00000084652.16,5215,6583,6399,7205,6450,7581
ENSG00000160050.16,596,530,628,547,760,857
ENSG00000224066.1,5,2,1,0,5,2
ENSG00000160051.12,377,331,427,398,393,518
ENSG00000222046.3,2,0,5,7,3,3
ENSG00000160055.20,433,634,538,564,580,586
ENSG00000084623.12,23278,27525,25913,26436,30049,31986
ENSG00000291132.1,178,157,162,175,192,250
ENSG00000220785.10,0,0,0,0,0,0
ENSG00000290045.1,8,10,14,3,13,15
ENSG00000183615.6,53,33,46,32,41,33
ENSG00000182866.18,114,112,117,94,112,153
ENSG00000277617.1,0,0,0,0,0,0
ENSG00000252450.1,0,0,0,0,0,0
ENSG00000116478.12,9392,12472,10772,12617,11616,13275
ENSG00000175130.7,46884,52844,52598,53810,66692,65118
ENSG00000233775.1,0,0,0,1,1,0
ENSG00000162526.7,3,1,2,8,3,3
ENSG00000225828.2,37,42,41,41,50,44
ENSG00000160058.19,5130,7180,5916,7244,6369,7252
ENSG00000224333.1,0,0,0,0,0,2
ENSG00000270850.1,0,0,0,0,0,0
ENSG00000229259.1,0,0,0,0,0,0
ENSG00000263529.2,0,0,0,0,0,0
ENSG00000254553.1,0,2,0,0,0,0
ENSG00000273274.2,228,230,264,224,222,320
ENSG00000160062.15,905,1136,1021,1032,882,1089
ENSG00000176261.16,1491,1723,1699,1859,1857,2085
ENSG00000200591.1,0,0,0,0,0,0
ENSG00000162521.19,23643,28623,27624,28109,26534,33207
ENSG00000162520.15,13,12,11,12,13,17
ENSG00000224409.1,2,0,0,0,0,0
ENSG00000162522.11,10508,12072,12140,12593,12859,14968
ENSG00000134684.13,13540,15402,15485,15261,16113,19270
ENSG00000116497.18,2658,3206,3169,3518,2952,3631
ENSG00000160097.21,199,59,213,98,227,299
